区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,民安小区东直门内北小街 ,2室1厅,75.09,799,106406,房本满五年,东,简装,有电梯,高楼层(共14层)2003年建板楼,,-
,,,,,,,,,,,,
东城,十字坡东里 ,2室1厅,53.31,522,97918,房本满五年,东,精装,无,顶层(共6层)1986年建板楼,,-
,,,,,,,,,,,,
东城,大方家胡同 ,2室1厅,76.42,750,98142,房本满五年,南北,精装,无,低楼层(共16层)2003年建板塔结合,,-
,,,,,,,,,,,,
东城,中海紫御公馆 ,3室2厅,207.38,2450,118141,房本满五年,南北,精装,有电梯,中楼层(共21层)2010年建板塔结合,,-
,,,,,,,,,,,,
东城,西总布胡同55号院 ,2室1厅,55.06,578,104977,房本满五年,南北,简装,无电梯,中楼层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
东城,兴隆都市馨园 ,1室0厅,32.84,348,105969,房本满五年,南,简装,有电梯,顶层(共7层)2004年建塔楼,,-
,,,,,,,,,,,,
东城,外交部街 ,2室1厅,52.17,550,105425,房本满五年,南,简装,无,高楼层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
东城,东花市北里中区 ,1室1厅,48.72,435,89286,房本满五年,西,精装,无,低楼层(共6层)1994年建塔楼,,-
,,,,,,,,,,,,
东城,林调社区 ,2室1厅,64.35,699,108625,房本满五年,南,精装,无,高楼层(共13层)1994年建板塔结合,,-
,,,,,,,,,,,,
东城,京宝花园 ,2室1厅,162.24,1000,61638,房本满五年,东西,简装,无,低楼层(共12层)1994年建板楼,,-
,,,,,,,,,,,,
东城,本家润园一期 ,2室1厅,104.4,1230,117817,房本满五年,南,精装,有电梯,顶层(共11层)2005年建板楼,,-
,,,,,,,,,,,,
东城,朝阳首府 ,2室2厅,124.24,1380,111076,房本满五年,西南,精装,无,中楼层(共11层)2009年建板楼,,-
,,,,,,,,,,,,
东城,金鱼池中区 ,2室1厅,72.59,650,89545,房本满五年,南北,精装,无电梯,底层(共6层)2002年建板楼,,-
,,,,,,,,,,,,
东城,培新街乙5号院 ,2室1厅,69.03,630,91265,房本满五年,东西,精装,有电梯,低楼层(共16层)1999年建板塔结合,,-
,,,,,,,,,,,,
东城,阳光都市 ,2室1厅,117.6,1300,110545,房本满五年,南,精装,无,高楼层(共24层)2000年建塔楼,,-
,,,,,,,,,,,,
东城,民旺园 ,2室1厅,58.85,605,102804,房本满五年,南北,精装,无电梯,中楼层(共5层)1985年建板楼,,-
,,,,,,,,,,,,
东城,朝内大街甲190号院 ,2室1厅,54.04,618,114360,房本满五年,南北,简装,无,高楼层(共6层)1985年建板楼,,-
,,,,,,,,,,,,
东城,民安小区东直门北中街 ,2室1厅,73.82,810,109727,房本满五年,东西,简装,无,中楼层(共6层)2002年建板楼,,-
,,,,,,,,,,,,
东城,金桥国际 ,2室1厅,122.12,1090,89257,房本满五年,东,精装,有电梯,低楼层(共19层)2004年建塔楼,,-
,,,,,,,,,,,,
东城,景泰嘉园 ,2室1厅,108.75,750,68966,房本满五年,西,简装,有电梯,高楼层(共12层)2002年建板塔结合,,-
,,,,,,,,,,,,
东城,民旺园 ,2室1厅,48.89,520,106362,,东西,简装,无电梯,底层(共3层)1985年建板楼,,-
,,,,,,,,,,,,
东城,富莱茵花园 ,2室1厅,69.56,460,66130,,东西,简装,有电梯,低楼层(共21层)1995年建塔楼,,-
,,,,,,,,,,,,
东城,国瑞城西区 ,2室1厅,145.25,1379,94940,,东,精装,无,中楼层(共16层)2009年建塔楼,,-
,,,,,,,,,,,,
东城,西水井胡同 ,1室1厅,55.27,635,114891,,南,简装,无,底层(共6层)2003年建板楼,,-
,,,,,,,,,,,,
东城,海运仓小区 ,2室1厅,61.47,680,110624,,东西,简装,无,中楼层(共5层)2002年建板楼,,-
,,,,,,,,,,,,
东城,金鱼池东区 ,1室1厅,36.04,324,89901,,南,简装,无,顶层(共5层)1976年建板塔结合,,-
,,,,,,,,,,,,
东城,天天家园 ,1室1厅,72.91,500,68578,,东北,精装,有电梯,高楼层(共11层)2002年建板塔结合,,-
,,,,,,,,,,,,
东城,抽屉胡同 ,2室1厅,58.15,580,99743,,南北,简装,无电梯,低楼层(共7层)1980年建板楼,,-
,,,,,,,,,,,,
东城,什锦花园胡同21号院 ,2室1厅,47.7,618,129560,,南北,简装,无,底层(共5层)1985年建板楼,,-
,,,,,,,,,,,,
东城,冠城名敦道 ,1室0厅,83.36,650,77976,房本满五年,西南,精装,有电梯,中楼层(共23层)2009年建塔楼,,-
,,,,,,,,,,,,
东城,国瑞城中区 ,2室1厅,83.06,750,90297,房本满五年,西南,精装,有电梯,中楼层(共16层)2006年建板塔结合,,-
,,,,,,,,,,,,
东城,幸福南里 ,3室2厅,125.03,1100,87979,房本满五年,南北,精装,无电梯,顶层(共4层)1965年建板楼,,-
,,,,,,,,,,,,
东城,青年湖东里 ,3室1厅,72.11,670,92914,房本满五年,东南南北,精装,无电梯,顶层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
东城,香河园街 ,3室1厅,80.95,680,84003,房本满五年,西北,精装,有电梯,中楼层(共16层)1990年建塔楼,,-
,,,,,,,,,,,,
东城,广渠门内大街 ,3室1厅,74.1,700,94467,房本满五年,东北,精装,有电梯,高楼层(共16层)1985年建塔楼,,-
,,,,,,,,,,,,
东城,豆瓣胡同 ,2室1厅,71.3,920,129033,房本满五年,南北,精装,有电梯,中楼层(共21层)2003年建板楼,,-
,,,,,,,,,,,,
东城,东方银座 ,3室1厅,164.76,1350,81938,房本满五年,东南,精装,无,中楼层(共25层)2003年建塔楼,,-
,,,,,,,,,,,,
东城,西水井胡同 ,2室1厅,74.31,780,104966,房本满五年,南北,简装,有电梯,高楼层(共15层)2006年建板塔结合,,-
,,,,,,,,,,,,
东城,花园胡同8号院 ,2室1厅,53.37,560,104928,房本满五年,南北,简装,无,顶层(共6层)1985年建板楼,,-
,,,,,,,,,,,,
东城,青年湖东里 ,3室1厅,67,600,89553,房本满五年,东西,简装,无电梯,中楼层(共5层)1988年建板楼,,-
,,,,,,,,,,,,
东城,海运仓小区 ,3室1厅,81.91,900,109877,房本满五年,南北,简装,无,中楼层(共5层)2003年建板楼,,-
,,,,,,,,,,,,
东城,地坛北门 ,3室1厅,70.23,700,99673,房本满五年,南北,简装,无,顶层(共5层)1975年建板楼,,-
,,,,,,,,,,,,
东城,前门东大街 ,2室1厅,59.88,510,85171,房本满五年,南北,简装,无,低楼层(共10层)1979年建板塔结合,,-
,,,,,,,,,,,,
东城,景泰西里西区 ,1室1厅,60.3,430,71311,房本满五年,南,精装,无,低楼层(共10层)2005年建板塔结合,,-
,,,,,,,,,,,,
东城,灯市口大街 ,3室1厅,63.3,780,123223,房本满五年,南北,简装,无电梯,中楼层(共6层)1988年建板楼,,-
,,,,,,,,,,,,
东城,新景家园东区 ,1室1厅,59.18,598,101048,房本满五年,西,精装,有电梯,低楼层(共17层)2005年建板塔结合,,-
,,,,,,,,,,,,
东城,悠胜美苑 ,1室1厅,65.55,480,73227,房本满五年,东西,简装,无电梯,中楼层(共5层)2006年建板楼,,-
,,,,,,,,,,,,
东城,后芳嘉园胡同 ,1室1厅,51.87,650,125314,房本满五年,南北,简装,无电梯,高楼层(共6层)2002年建板楼,,-
,,,,,,,,,,,,
东城,工体3号 ,1室1厅,104.99,680,64769,房本满五年,东,精装,无,高楼层(共17层)2005年建板塔结合,,-
,,,,,,,,,,,,
东城,地坛北里 ,2室1厅,58.29,580,99503,房本满五年,南北,简装,无电梯,5层1990年建板楼,,-
,,,,,,,,,,,,
东城,南竹杆胡同 ,1室1厅,47.63,640,134370,房本满五年,南,精装,无,高楼层(共6层)2003年建板楼,,-
,,,,,,,,,,,,
东城,西营房 ,1室1厅,57.53,500,86912,房本满五年,东,精装,无,低楼层(共16层)2006年建塔楼,,-
,,,,,,,,,,,,
东城,琉璃井路 ,2室1厅,62.12,470,75661,房本满五年,东北,简装,无,底层(共12层)1987年建板塔结合,,-
,,,,,,,,,,,,
东城,金桥国际 ,1室1厅,75.17,650,86471,房本满五年,西,其他,有电梯,高楼层(共27层)2004年建塔楼,,-
,,,,,,,,,,,,
东城,甘雨胡同 ,3室1厅,80.64,1020,126489,房本满五年,南北,简装,无电梯,顶层(共4层)1958年建板楼,,-
,,,,,,,,,,,,
东城,龙潭西里 ,2室1厅,71.58,635,88712,房本满五年,南北,简装,无电梯,顶层(共6层)2000年建板楼,,-
,,,,,,,,,,,,
东城,鼎盛园 ,2室1厅,99.42,760,76444,房本满五年,西南,精装,有电梯,中楼层(共11层)2005年建板塔结合,,-
,,,,,,,,,,,,
东城,天坛路 ,3室1厅,79.05,660,83492,,南北,简装,无,顶层(共5层)1991年建板楼,,-
,,,,,,,,,,,,
东城,王家园胡同 ,2室1厅,70,630,90000,,南,精装,无电梯,顶层(共6层)2000年建板楼,,-
,,,,,,,,,,,,
东城,车辇店胡同 ,3室1厅,85.18,935,109768,房本满五年,东南北,精装,有电梯,低楼层(共11层)2001年建板楼,,-
,,,,,,,,,,,,
东城,黄寺大街2号院 ,2室1厅,58.02,515,88763,房本满五年,南北,精装,无,顶层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
东城,禾风仕家 ,3室1厅,91.53,1020,111439,房本满五年,北,精装,有电梯,中楼层(共10层)2008年建板塔结合,,-
,,,,,,,,,,,,
东城,聚龙花园 ,3室2厅,308.45,1800,58357,房本满五年,西南西北,毛坯,有电梯,顶层(共8层)1998年建板塔结合,,-
,,,,,,,,,,,,
东城,民安小区东直门内北小街 ,2室1厅,74.56,776,104078,房本满五年,东西,精装,无,中楼层(共16层)2003年建板楼,,-
,,,,,,,,,,,,
东城,万国城MOMA ,3室2厅,190.97,2100,109965,房本满五年,南北,精装,有电梯,高楼层(共26层)2002年建板塔结合,,-
,,,,,,,,,,,,
东城,地坛北里 ,2室1厅,53.53,555,103681,房本满五年,南北,精装,无电梯,顶层(共5层)1989年建板楼,,-
,,,,,,,,,,,,
东城,万国城MOMA ,4室2厅,303.61,3600,118574,房本满五年,南北,精装,有电梯,顶层(共26层)2005年建板楼,,-
,,,,,,,,,,,,
东城,沙滩南巷 ,2室1厅,54.26,600,110579,房本满五年,南北,精装,无,顶层(共5层)1985年建板楼,,-
,,,,,,,,,,,,
东城,万国城MOMA ,2室1厅,115.64,1500,129713,房本满五年,东北,精装,有电梯,中楼层(共26层)2002年建板塔结合,,-
,,,,,,,,,,,,
东城,海运仓小区 ,3室2厅,111.5,1150,103140,房本满五年,西北,简装,有电梯,顶层(共8层)2002年建板楼,,-
,,,,,,,,,,,,
东城,广渠家园 ,2室1厅,60.31,550,91196,房本满五年,南北,简装,有电梯,低楼层(共29层)2009年建板塔结合,,-
,,,,,,,,,,,,
东城,东花市北里中区 ,2室2厅,126.55,1200,94825,房本满五年,南北,精装,有电梯,低楼层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
东城,雅宝公寓 ,4室2厅,252.89,2250,88972,房本满五年,东西,其他,无,顶层(共6层)1999年建板楼,,-
,,,,,,,,,,,,
东城,新景家园东区 ,3室1厅,91.29,830,90920,房本满五年,南北,简装,有电梯,底层(共17层)2004年建板塔结合,,-
,,,,,,,,,,,,
东城,管村26号院 ,2室1厅,65.8,350,53192,房本满五年,南北,简装,无,地下室(共6层)1997年建板楼,,-
,,,,,,,,,,,,
东城,左安浦园 ,3室1厅,89.45,690,77139,房本满五年,东南,精装,有电梯,高楼层(共16层)2004年建板塔结合,,-
,,,,,,,,,,,,
东城,西营房 ,2室1厅,85.12,800,93985,房本满五年,东,精装,有电梯,中楼层(共19层)2006年建塔楼,,-
,,,,,,,,,,,,
东城,朝阳门内大街 ,3室1厅,86.1,795,92335,房本满五年,南北,精装,无,中楼层(共5层)1988年建板楼,,-
,,,,,,,,,,,,
东城,阳光都市 ,2室1厅,152.66,1600,104809,房本满五年,东,精装,有电梯,中楼层(共24层)2000年建塔楼,,-
,,,,,,,,,,,,
东城,新景家园东区 ,2室1厅,83.69,890,106345,房本满五年,东西,精装,有电梯,中楼层(共17层)2005年建板塔结合,,-
,,,,,,,,,,,,
东城,万国城MOMA ,3室1厅,140.06,1600,114237,房本满五年,西北,精装,有电梯,中楼层(共26层)2004年建塔楼,,-
,,,,,,,,,,,,
东城,万国城MOMA ,2室1厅,125.99,1600,126995,房本满五年,西南,精装,有电梯,高楼层(共27层)2004年建塔楼,,-
,,,,,,,,,,,,
东城,东直门内北小街2号院 ,2室2厅,188.87,1250,66184,房本满五年,西,简装,有电梯,中楼层(共20层)2003年建塔楼,,-
,,,,,,,,,,,,
东城,雍和家园一期 ,3室1厅,171.17,1710,99901,,南北,其他,有电梯,高楼层(共16层)2001年建板塔结合,,-
,,,,,,,,,,,,
东城,东营房八条 ,2室1厅,55.42,485,87514,,西北,简装,无电梯,顶层(共6层)1995年建板楼,,-
,,,,,,,,,,,,
东城,长安太和 ,4室1厅,314.28,4050,128866,,东南,精装,有电梯,中楼层(共24层)2012年建板楼,,-
,,,,,,,,,,,,
东城,民安小区东直门北中街 ,3室2厅,110.75,1180,106547,,东西,精装,无电梯,顶层(共6层)2002年建板楼,,-
,,,,,,,,,,,,
东城,板厂新里 ,2室1厅,54.45,517,94950,,西,精装,无,低楼层(共18层)1991年建塔楼,,-
,,,,,,,,,,,,
东城,广渠门内大街 ,3室1厅,77.91,710,91131,,南北,精装,有电梯,低楼层(共14层)1987年建板塔结合,,-
,,,,,,,,,,,,
东城,民安小区东直门内北小街 ,2室1厅,77.21,799,103485,房本满五年,西,精装,无,低楼层(共16层)2003年建板楼,,-
,,,,,,,,,,,,
东城,新怡家园 ,2室1厅,131.87,1760,133465,房本满五年,南,精装,无,低楼层(共15层)2004年建板楼,,-
,,,,,,,,,,,,
东城,北官厅胡同 ,2室1厅,58.4,650,111302,房本满五年,西北,其他,无电梯,中楼层(共6层)1988年建板楼,,-
,,,,,,,,,,,,
东城,海运仓小区 ,1室1厅,47.84,580,121238,房本满五年,南,精装,无电梯,中楼层(共7层)2002年建板楼,,-
,,,,,,,,,,,,
东城,景泰西里西区 ,1室1厅,60.29,425,70493,房本满五年,南,简装,有电梯,底层(共10层)2005年建板塔结合,,-
,,,,,,,,,,,,
东城,新景家园东区 ,1室1厅,59.28,650,109650,房本满五年,南,精装,有电梯,低楼层(共18层)2005年建板塔结合,,-
,,,,,,,,,,,,
东城,海晟名苑 ,3室3厅,295.56,3800,128570,房本满五年,南,精装,有电梯,高楼层(共18层)2003年建板塔结合,,-
,,,,,,,,,,,,
东城,禄米仓胡同 ,2室1厅,73.43,930,126652,房本满五年,东西,精装,无电梯,底层(共6层)2003年建板楼,,-
,,,,,,,,,,,,
东城,安化北里 ,2室1厅,68.62,620,90353,房本满五年,东南,精装,有电梯,低楼层(共17层)1980年建塔楼,,-
,,,,,,,,,,,,
东城,阳光都市 ,4室2厅,256.09,2816,109962,房本满五年,东南,精装,有电梯,顶层(共25层)2001年建塔楼,,-
,,,,,,,,,,,,
东城,育树四条 ,2室1厅,60.29,630,104495,房本满五年,南北,简装,无,顶层(共6层)1983年建板楼,,-
,,,,,,,,,,,,
东城,丽水湾畔家园 ,3室1厅,139.91,1189,84984,房本满五年,南北,简装,无,低楼层(共21层)2002年建塔楼,,-
,,,,,,,,,,,,
东城,美术馆后街 ,2室1厅,56.85,682,119965,房本满五年,南北,精装,无,中楼层(共13层)1989年建塔楼,,-
,,,,,,,,,,,,
东城,仓南胡同12号院 ,3室1厅,80.86,960,118724,房本满五年,南西北,精装,无电梯,顶层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
东城,东环居苑 ,2室1厅,78.85,710,90045,房本满五年,东南,精装,无,低楼层(共22层)2004年建塔楼,,-
,,,,,,,,,,,,
东城,夕照寺中街 ,2室1厅,61.26,560,91414,房本满五年,南北,简装,无,中楼层(共7层)1991年建板楼,,-
,,,,,,,,,,,,
东城,花市枣苑三期 ,2室2厅,98.99,1000,101021,房本满五年,西,精装,有电梯,高楼层(共17层)2005年建塔楼,,-
,,,,,,,,,,,,
东城,后芳嘉园胡同 ,2室1厅,68.71,785,114249,房本满五年,南北,简装,无,高楼层(共6层)2002年建板楼,,-
,,,,,,,,,,,,
东城,东直门内大街 ,2室1厅,67.97,720,105930,房本满五年,东,精装,有电梯,底层(共16层)2002年建塔楼,,-
,,,,,,,,,,,,
东城,板厂新里 ,3室2厅,115.8,1100,94992,房本满五年,南北,精装,无,底层(共4层)1990年建板楼,,-
,,,,,,,,,,,,
东城,骑河楼大街 ,3室1厅,80.93,900,111208,房本满五年,东西,简装,无,高楼层(共6层)1987年建板楼,,-
,,,,,,,,,,,,
东城,白桥大街 ,2室1厅,57.84,570,98548,房本满五年,南北,精装,无电梯,高楼层(共6层)1980年建板楼,,-
,,,,,,,,,,,,
东城,青年湖南街 ,2室1厅,70.66,847,119870,房本满五年,东西,精装,有电梯,中楼层(共14层)1996年建板塔结合,,-
,,,,,,,,,,,,
东城,国祥胡同4号院 ,3室1厅,68.62,754,109881,房本满五年,南北,简装,无电梯,中楼层(共5层)1988年建板楼,,-
,,,,,,,,,,,,
东城,新怡家园 ,2室2厅,144.91,2080,143538,房本满五年,南北,精装,有电梯,低楼层(共13层)2006年建板楼,,-
,,,,,,,,,,,,
东城,保利蔷薇 ,2室1厅,92.67,950,102515,房本满五年,西,精装,有电梯,中楼层(共16层)2008年建板塔结合,,-
,,,,,,,,,,,,
东城,天天家园 ,2室1厅,112.12,780,69569,,东北,精装,有电梯,中楼层(共11层)2002年建板塔结合,,-
,,,,,,,,,,,,
东城,官书院 ,2室1厅,111.34,1400,125741,,东西,精装,无电梯,中楼层(共6层)2000年建板楼,,-
,,,,,,,,,,,,
东城,绿景苑 ,1室1厅,62.71,595,94882,,西,精装,无,低楼层(共18层)2002年建塔楼,,-
,,,,,,,,,,,,
东城,帽儿胡同45号院 ,3室1厅,59.81,850,142117,,南西北,精装,无,中楼层(共5层)1985年建板楼,,-
,,,,,,,,,,,,
东城,安定路 ,2室2厅,78.74,787.4,100000,房本满五年,东南西北,精装,无,中楼层(共18层)1996年建塔楼,,-
,,,,,,,,,,,,
东城,新景家园西区 ,2室1厅,80.64,790,97967,房本满五年,东西,精装,有电梯,顶层(共16层)2004年建板塔结合,,-
,,,,,,,,,,,,
东城,大羊宜宾胡同35号院 ,3室1厅,72.41,670,92529,房本满五年,南北,简装,无,顶层(共6层)1988年建板楼,,-
,,,,,,,,,,,,
东城,建予园 ,2室1厅,77.79,570,73275,房本满五年,西南,其他,有电梯,中楼层(共16层)2001年建塔楼,,-
,,,,,,,,,,,,
东城,崇文门东大街 ,2室1厅,64.08,589,91917,房本满五年,南北,简装,无,高楼层(共12层)1980年建板塔结合,,-
,,,,,,,,,,,,
东城,海晟国际公寓 ,1室0厅,45.94,550,119722,房本满五年,西,精装,有电梯,低楼层(共22层)2007年建板塔结合,,-
,,,,,,,,,,,,
东城,法华南里 ,3室1厅,110.54,950,85942,房本满五年,南北,精装,无电梯,高楼层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
东城,远洋德邑 ,3室2厅,131.9,1121,84989,房本满五年,东,其他,有电梯,中楼层(共22层)2002年建塔楼,,-
,,,,,,,,,,,,
东城,东中公寓 ,4室2厅,233.06,2048,87875,房本满五年,南北,精装,无,低楼层(共12层)1997年建板塔结合,,-
,,,,,,,,,,,,
东城,工体北里 ,2室1厅,52.35,515,98377,房本满五年,南,简装,无电梯,底层(共6层)1984年建板楼,,-
,,,,,,,,,,,,
东城,新怡家园 ,1室1厅,53.01,720,135824,房本满五年,北,精装,有电梯,低楼层(共13层)2006年建板楼,,-
,,,,,,,,,,,,
东城,保利蔷薇 ,2室1厅,97.37,1070,109891,房本满五年,南北,简装,无,高楼层(共16层)2008年建板塔结合,,-
,,,,,,,,,,,,
东城,朝阳门北小街 ,4室2厅,126.7,1350,106551,房本满五年,东西,精装,无电梯,顶层(共6层)2003年建板楼,,-
,,,,,,,,,,,,
东城,东花市北里西区 ,4室2厅,232.47,1699,73085,房本满五年,南北,精装,无电梯,高楼层(共7层)1990年建板楼,,-
,,,,,,,,,,,,
东城,华冠丽景 ,3室2厅,169.11,2000,118267,房本满五年,南北,其他,有电梯,底层(共7层)2003年建板楼,,-
,,,,,,,,,,,,
东城,甘雨胡同33号院 ,2室1厅,59.22,728,122932,房本满五年,南北,精装,无,6层1989年建板楼,,-
,,,,,,,,,,,,
东城,西营房 ,1室1厅,55.75,529,94888,房本满五年,西,精装,无,中楼层(共19层)2005年建塔楼,,-
,,,,,,,,,,,,
东城,和平里七区 ,2室1厅,53.83,535,99387,房本满五年,南,简装,无,中楼层(共4层)1979年建板楼,,-
,,,,,,,,,,,,
东城,太华公寓 ,2室1厅,154.53,1158,74937,房本满五年,北,简装,有电梯,顶层(共17层)2000年建塔楼,,-
,,,,,,,,,,,,
东城,民安小区东直门北中街 ,1室1厅,60.2,720,119602,房本满五年,东西,精装,无电梯,低楼层(共6层)1988年建板楼,,-
,,,,,,,,,,,,
东城,新怡家园 ,2室1厅,124.26,1860,149687,房本满五年,南,精装,有电梯,中楼层(共15层)2004年建板楼,,-
,,,,,,,,,,,,
东城,白桥苑 ,2室1厅,121.46,1090,89742,房本满五年,西南,精装,无,顶层(共13层)2000年建板塔结合,,-
,,,,,,,,,,,,
东城,新怡家园 ,1室1厅,70.37,1030,146370,房本满五年,南,精装,有电梯,中楼层(共15层)2006年建板楼,,-
,,,,,,,,,,,,
东城,南弓匠营胡同 ,1室1厅,53.14,768,144524,房本满五年,南北,简装,无电梯,底层(共5层)2003年建板楼,,-
,,,,,,,,,,,,
东城,仓南胡同 ,2室1厅,67.65,955,141168,房本满五年,南北,简装,无电梯,中楼层(共6层)2003年建板楼,,-
,,,,,,,,,,,,
东城,北官厅胡同 ,3室1厅,71.51,870,121662,,东南北,精装,有电梯,中楼层(共16层)1993年建塔楼,,-
,,,,,,,,,,,,
东城,民安小区东羊管胡同 ,2室1厅,73.99,780,105420,,南北,精装,无,底层(共14层)2002年建板塔结合,,-
